id,name,state,district,category,managementType,institutionType,yearEstablished
S-15068,ASHISH NURSING PRASIKSHAN SANSTHAN CHHARDA,Jharkhand,Gumla,Medical,Private Aided (Government Aided),Nursing,-
C-47758,"BASIA COLLEGE, BASIA",Jharkhand,Gumla,Degree,Local Body,Affiliated College,1985
C-69256,COLLEGE OF FISHERIES SCIENCE,Jharkhand,Gumla,University,State Government,Constituent / University College,-
C-15075,Dumri College,Jharkhand,Gumla,Degree,Local Body,Affiliated College,1985
C-72019,"MAHILA MAHAVIDYALAYA,GUMLA",Jharkhand,Gumla,University,University,Constituent / University College,2021
C-69387,"MODEL DEGREE COLLEGE, GHAGHRA",Jharkhand,Gumla,University,University,Constituent / University College,-
S-3899,"SCHOOL OF NURSING ST. JOSEPH'S HOSPITAL, GUMLA",Jharkhand,Gumla,Medical,Private Un-Aided,Nursing,-
S-21424,ST URSULA ANM NURSING SCHOOL KONBIR NOATOLI,Jharkhand,Gumla,Medical,Private Un-Aided,Nursing,-
S-21375,BIRSA SCHOOL OF NURSING,Jharkhand,Hazaribagh,Medical,Private Un-Aided,Nursing,-
S-21466,BIRSA SCHOOL OF PHARMACY,Jharkhand,Hazaribagh,Engineering,Private Un-Aided,Technical/Polytechnic,-
C-75240,DEGREE COLLEGE BARKATHA,Jharkhand,Hazaribagh,University,State Government,Constituent / University College,2024
S-21811,DISTRICT INSTITUTE OF EDUCATION AND TRAINING,Jharkhand,Hazaribagh,Degree,State Government,Teacher Training,-
S-21415,DR BHIM RAO AMBEDKAR PARAMEDICAL COLLEGE,Jharkhand,Hazaribagh,Degree,Private Un-Aided,Paramedical,-
S-25561,EHSAN COLLEGE OF PHARMACY,Jharkhand,Hazaribagh,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21590,GM COLLEGE OF NURSING AND PHARMACY,Jharkhand,Hazaribagh,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-18990,GYAN JYOTI COLLEGE OF PHARMACY,Jharkhand,Hazaribagh,Engineering,Private Un-Aided,Technical/Polytechnic,2019
S-17872,GYAN JYOTI PARAMEDICAL AND NURSING SCHOOL,Jharkhand,Hazaribagh,Medical,Private Un-Aided,Paramedical,2018
S-21434,HAZARIBAGH SCHOOL OF NURSING,Jharkhand,Hazaribagh,Medical,Private Un-Aided,Nursing,-
C-74851,HZB AROGYAM INSTITUTE OF NURSING,Jharkhand,Hazaribagh,Medical,Private Un-Aided,Affiliated College,2024
S-22048,JAJNERY INSTITUTE OF PARAMEDICAL SCIENCES,Jharkhand,Hazaribagh,Degree,Private Un-Aided,Paramedical,-
S-27205,LAKHAN MEHTA COLLEGE OF PARAMEDICAL,Jharkhand,Hazaribagh,Degree,Private Un-Aided,Paramedical,2025
S-25557,LM NURSING COLLEGE,Jharkhand,Hazaribagh,Medical,Private Un-Aided,Nursing,-
S-21509,LOK NAYAK JAI PRAKASH PARAMEDICAL INSTITUTE,Jharkhand,Hazaribagh,Degree,Private Un-Aided,Paramedical,-
C-76964,MAA VINDHYAVASINI EVENING DEGREE COLLEGE,Jharkhand,Hazaribagh,Degree,Private Un-Aided,Affiliated College,2024
S-21505,MAKELIFE PARAMEDICAL COLLEGE,Jharkhand,Hazaribagh,Degree,Private Un-Aided,Paramedical,-
S-21604,MANIKARAN COLLEGE OF PHARMACY HAZARIBAGH,Jharkhand,Hazaribagh,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-25941,PRAMODE MEMORIAL INSTITUTE OF NURSING,Jharkhand,Hazaribagh,Medical,Private Un-Aided,Nursing,2024
S-21473,PRERNA TRUST,Jharkhand,Hazaribagh,Degree,Local Body,Teacher Training,-
S-17472,Primary Teachers Education College,Jharkhand,Hazaribagh,Degree,Private Un-Aided,Teacher Training,1958
S-21422,R S MEMORIAL NURSING AND PHARMACY COLLEGE,Jharkhand,Hazaribagh,Engineering,Private Aided (Government Aided),Technical/Polytechnic,-
S-20201,SHRINIVAS INSTITUTE OF PARAMEDICAL SCIENCES,Jharkhand,Hazaribagh,Degree,Private Un-Aided,Paramedical,2020
S-22555,SNK COLLEGE OF PHARMACY,Jharkhand,Hazaribagh,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-20372,SWAWLAMBI NURSING SCHOOL,Jharkhand,Hazaribagh,Medical,Private Un-Aided,Nursing,2011
S-21382,ANM TRAINING SCHOOL PANIIT JAMTARA,Jharkhand,Jamtara,Medical,Private Aided (Government Aided),Nursing,-
C-71476,"DEGREE COLLEGE NALA, FATEHPUR",Jharkhand,Jamtara,University,University,Constituent / University College,-
S-24788,BIRSA INSTITUTE OF PHARMACEUTICAL SCIENCES,Jharkhand,Khunti,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-25714,BIRSA NURSING SANSTHAN,Jharkhand,Khunti,Medical,Private Un-Aided,Nursing,2024
S-16641,Maa Para Medical Institute,Jharkhand,Khunti,Medical,State Government,Nursing,2015
S-24403,NIRMALA DEVI COLLEGE OF PHARMACY,Jharkhand,Khunti,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21435,NIRMALA DEVI NURSING SCHOOL,Jharkhand,Khunti,Medical,Private Aided (Government Aided),Nursing,-
S-21616,SAHYOG COLLEGE OF MEDICAL SCIENCES,Jharkhand,Khunti,Engineering,Private Aided (Government Aided),Technical/Polytechnic,-
S-19454,ST MARYS NURSING SCHOOL,Jharkhand,Khunti,Medical,Private Un-Aided,Nursing,-
S-22664,GRIZZLY COLLEGE OF PHARMACY,Jharkhand,Koderma,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-22373,JHARKHAND COLLEGE OF PHARMACY,Jharkhand,Koderma,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21436,RAMGOVIND SCHOOL OF NURSING,Jharkhand,Koderma,Medical,Private Un-Aided,Nursing,-
S-21383,"ANM TRAINING SCHOOL, PANIIT, LATEHAR",Jharkhand,Latehar,Medical,Private Aided (Government Aided),Nursing,-
S-22282,AVIRAM GRAMIN VIKASH SWYAM SEVI SANSTHAN COLLEGE OF PHARMACY,Jharkhand,Latehar,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-15606,"A.N.M. TRAINING CENTRE, ST. URSULA HOSPITAL, LOHARDAGA",Jharkhand,Lohardaga,Medical,Private Un-Aided,Nursing,1972
S-22058,GODAWARI COLLEGE OF PHARMACY,Jharkhand,Lohardaga,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-17463,URSULINE PRIMARY TEACHERS EDUCATION COLLEGE LOHARDAGA,Jharkhand,Lohardaga,Degree,Private Aided (Government Aided),Teacher Training,1912
C-74958,"DEGREE COLLEGE, MAHESHPUR",Jharkhand,Pakur,University,State Government,Constituent / University College,2024
C-70094,MODEL COLLEGE PAKUR,Jharkhand,Pakur,University,State Government,Constituent / University College,-
S-21513,"SHAKUNTALA PARAMEDICAL COLLEGE, PAKUR",Jharkhand,Pakur,Degree,Private Un-Aided,Paramedical,-
S-21430,"URSULINE PRIMARY TEACHERS EDUCATION COLLEGE, CHANDRAPURA, PAKUR",Jharkhand,Pakur,Degree,Private Un-Aided,Teacher Training,-
S-25556,AASHI NURSING SCHOOL,Jharkhand,Palamu,Medical,Private Un-Aided,Nursing,-
S-21467,BANSHIDHAR COLLEGE OF PHARMACY,Jharkhand,Palamu,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21478,BANSHIDHAR SCHOOL OF PARAMEDICAL SCIENCE,Jharkhand,Palamu,Degree,Private Aided (Government Aided),Paramedical,-
S-25823,"DR BINOD INSTITUTE OF MEDICAL SCIENCE, HARIHARGANJ",Jharkhand,Palamu,Medical,Private Un-Aided,Nursing,2024
S-19264,ELITE PUBLIC NURSING SCHOOL,Jharkhand,Palamu,Medical,Private Un-Aided,Nursing,2013
S-22596,INDIAN COLLEGE OF PHARMACY,Jharkhand,Palamu,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21605,R B COLLEGE OF PHARMACY,Jharkhand,Palamu,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-17729,Ramchandra Chandravansi Polytechnic Institute,Jharkhand,Palamu,Engineering,Private Un-Aided,Technical/Polytechnic,2013
S-21365,S R COLLEGE OF NURSING,Jharkhand,Palamu,Medical,Private Aided (Government Aided),Nursing,-
S-25717,"SATYA SAI NURSING RESEARCH INSTITUTE, NAUGARHA",Jharkhand,Palamu,Medical,Private Un-Aided,Nursing,2024
S-20031,SOHARI CHANDRAVANSI NURSING SCHOOL,Jharkhand,Palamu,Medical,Private Un-Aided,Nursing,-
S-21437,ALAKHDEO COLLEGE OF NURSING,Jharkhand,Ramgarh,Medical,Private Aided (Government Aided),Nursing,-
S-26367,GIRIJA INSTITUTE OF PARAMEDICAL,Jharkhand,Ramgarh,Degree,Private Un-Aided,Paramedical,2025
S-22548,GIRIJA INSTITUTE OF PHARMACY,Jharkhand,Ramgarh,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-25562,H S CHANDRA NURSING AND PARAMEDICAL HEALTH INSTITUTE,Jharkhand,Ramgarh,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-25297,H S CHANDRA PARAMEDICAL HEALTH INSTITUTE,Jharkhand,Ramgarh,Degree,Private Un-Aided,Paramedical,-
S-21438,NALANDA NURSING SCHOOL,Jharkhand,Ramgarh,Medical,Private Un-Aided,Nursing,-
S-15931,RAMSHOBHA COLLEGE OF EDUCATION,Jharkhand,Ramgarh,Degree,Private Aided (Government Aided),Teacher Training,2013
S-21800,TILA INSTITUTE OF PHARMACEUTICAL SCIENCE,Jharkhand,Ramgarh,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-22490,TRINITY EDUCATIONAL INSTITUTE,Jharkhand,Ramgarh,Pharmacy,Private Un-Aided,Pharmacy Institutions,-
S-25742,A R COLLEGE OF PHARMACY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,2023
S-21601,AAROHAN COLLEGE OF PHARMACY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21439,AGASTYA SCHOOL OF NURSING,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,-
S-22491,AKSHAT COLLEGE OF HEALTH EDUCATION,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21912,AL NOOR INSTITUTE OF MEDICAL TECHNOLOGY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Paramedical,-
S-21440,AMAR JYOTI SCHOOL OF NURSINGH CHANHO,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,-
S-26954,AMRITA COLLEGE OF PHARMACY,Jharkhand,Ranchi,Pharmacy,Private Un-Aided,Pharmacy Institutions,2025
S-21536,ANKUR INSTITUTE OF PHARMACY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21380,ANM SCHOOL PANIIT PREJHA FOUNDATION MASMANO CHANHO,Jharkhand,Ranchi,Medical,Private Aided (Government Aided),Nursing,-
S-21377,"ANM SCHOOL PANIIT, PREJHA FOUNDATION, ITKI",Jharkhand,Ranchi,Medical,Private Aided (Government Aided),Nursing,-
S-25554,AR INSTITUTE OF EDUCATION,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,-
S-23415,ARAM INSTITUTE,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,2023
S-26740,ARANYAK COLLEGE OF PHARMACY,Jharkhand,Ranchi,Pharmacy,Private Un-Aided,Pharmacy Institutions,2024
S-26881,"ARNAV INSTITUTE OF NURSING, ORMANJHI, RANCHI",Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2025
S-22321,ARNAV INSTITUTE OF PHARMACY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21510,"ARSH NARAYANI PARAMEDICAL COLLEGE AND HOSPITAL, RANCHI",Jharkhand,Ranchi,Degree,Private Un-Aided,Paramedical,-
S-25016,ARSH NARAYANI PHARMACY COLLEGE,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21441,AV SCHOOL OF NURSING,Jharkhand,Ranchi,Medical,Private Aided (Government Aided),Nursing,-
S-24261,AVYAN COLLEGE OF PHARMACY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21502,AVYAN SCHOOL OF NURSING,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,-
S-25872,BABU LAL BADAMIYA DEVI INSTITUTE OF HEALTH,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2024
S-26970,BAIDYANATH COLLEGE OF MEDICAL SCIENCE,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2022
S-22501,BAZRA COLLEGE OF PHARMACY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-17464,"BETHESDA PRIMARY TEACHERS EDUCATION COLLEGE,RANCHI",Jharkhand,Ranchi,Degree,Private Un-Aided,Teacher Training,1948
S-26124,BHARAT MATA SCHOOL OF NURSING,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2024
S-17875,BHARATHI COLLEGE OF NURSING,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2018
S-21606,BHARATHI COLLEGE OF PHARMACY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-25822,BIMLA HARIHAR INSTITUTE OF NURSING CHAKLA ORMANJHI,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2024
S-22671,BIMLA HARIHAR INSTITUTE OF PHARMACY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-22666,BUDDHA HEALTH CARE AND HIGHER EDUCATION,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-15608,Bimla Devi Sewa Sadan ANM Nursing School,Jharkhand,Ranchi,Medical,State Government,Nursing,-
S-21574,CITY PARAMEDICAL NURSING COLLEGE,Jharkhand,Ranchi,Medical,Private Un-Aided,Paramedical,-
S-25563,CITY PHARMACY COLLEGE,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-22183,COMPOSITE REGIONAL CENTRE RANCHI,Jharkhand,Ranchi,Degree,Central Government,Teacher Training,-
S-3886,"CONSTANT LIEVENS SCHOOL OF NURSING, MANDAR, RANCHI",Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,-
S-19061,"Central Institute of Petrochemicals Engineering & Technology (CIPET), Ranchi",Jharkhand,Ranchi,Engineering,Central Government,Institutes under Ministries,2017
S-21815,DEEPAK PARAMEDICAL COLLEGE AND HOSPITAL,Jharkhand,Ranchi,Degree,Private Un-Aided,Paramedical,-
S-21659,DEEPSHIKHA INSTITUTE FOR CHILD DEVELOPMENT AND MENTAL HEALTH A UNIT OF PURSHREE,Jharkhand,Ranchi,Degree,Private Un-Aided,Teacher Training,-
S-22492,DHANVANTRI COLLEGE OF PHARMACY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-22872,DHARTI AABA NURSING COLLEGE,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2023
S-6234,DIET RATU RANCHI,Jharkhand,Ranchi,Degree,-,Teacher Training,-
S-21668,DIVINE NURSING COLLEGE,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,-
S-22365,DR APJ ABDUL KALAM COLLEGE OF PHARMACY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-27224,DR B R AMBEDKAR COLLEGE OF PARAMEDICAL,Jharkhand,Ranchi,Degree,Private Un-Aided,Paramedical,2025
S-24681,DR B R AMBEDKAR COLLEGE OF PHARMACY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21364,EASTERN COLLEGE OF NURSING AND HEALTH STUDIES,Jharkhand,Ranchi,Medical,Private Aided (Government Aided),Nursing,-
C-69505,"FACULTY OF FORESTRY, BIRSA AGRICULTURAL UNIVERSITY, KANKE, RANCHI",Jharkhand,Ranchi,Agriculture,State Government,Constituent / University College,-
C-69452,FLORENCE COLLEGE OF PARAMEDICAL SCIENCES,Jharkhand,Ranchi,Degree,Private Un-Aided,Affiliated College,-
S-21598,FLORENCE COLLEGE OF PHARMACY,Jharkhand,Ranchi,Engineering,Private Aided (Government Aided),Technical/Polytechnic,-
S-3884,FLORENCE SCHOOL OF NURSING RANCHI,Jharkhand,Ranchi,Medical,Private Aided (Government Aided),Nursing,2004
S-26840,GYANODAY COLLEGE OF NURSING,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2025
S-21508,HAMIDA PARAMEDICAL INSTITUTE AND RESEARCH,Jharkhand,Ranchi,Degree,Private Un-Aided,Paramedical,-
S-18260,HILL VIEW NURSING SCHOOL,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2011
S-25883,HIND COLLEGE OF PHARMACY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,2023
S-19457,IDEAL ACADEMY OF NURSING EDUCATION,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2020
S-22329,IDEAL ACADEMY OF PARAMEDICAL SCIENCE,Jharkhand,Ranchi,Degree,Private Un-Aided,Paramedical,-
S-19425,IDEAL SCHOOL OF NURSING,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2019
S-22496,INDEN COLLEGE OF PHARMACY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-17438,INSTITUTE OF EDUCATION AND TECHNOLOGY,Jharkhand,Ranchi,Engineering,State Government,Nursing,2015
S-18355,"INSTITUTE OF HOTEL MANAGEMENT CATERING TECHNOLOGY AND APPLIED NUTRITION, RANCHI",Jharkhand,Ranchi,Engineering,State Government,Hotel Management and Catering,2019
S-21468,INSTITUTE OF MEDICAL SCIENCES AND HEALTH,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21442,IYNS COLLEGE OF NURSING,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,-
S-17595,Institute of Paramedical Education-A unit of Basant Dynamics,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2003
S-17594,Institute of Science and Management,Jharkhand,Ranchi,Management,Private Un-Aided,PGDM Institutes,1985
S-26898,"J M INSTITUTE OF SPEECH AND HEARING, RANCHI",Jharkhand,Ranchi,Degree,Private Un-Aided,Institutions under Rehabilitation Council of India,1984
S-20858,JAINENDRA NURSING COLLEGE,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2021
S-16796,JAINENDRA PARAMEDICAL COLLEGE,Jharkhand,Ranchi,Degree,Private Un-Aided,Paramedical,2017
S-22061,JAINENDRA PHARMACY COLLEGE,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-25860,JANKI NURSING COLLEGE,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2022
S-21617,JASLOK NURSING COLLAGE,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,-
S-24187,JASLOK PHARAMACY COLLEGE,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-23849,JASNAND NURSING COLLEGE,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,-
S-16729,JEEVAN DEEP PARAMEDICAL COLLEGE,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2017
S-21620,JHARKHAND COLLEGE OF NURSING AND PROFESSIONAL EDUCATION,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,-
S-27204,JHARKHAND COLLGE OF PARAMEDICAL,Jharkhand,Ranchi,Degree,Private Un-Aided,Paramedical,2025
S-15097,"JHARKHAND GOVERNMENT MINI TOOL ROOM AND TRAINING CENTRE, RANCHI",Jharkhand,Ranchi,Engineering,State Government,Technical/Polytechnic,2007
S-17459,JHARKHAND NURSING SCHOOL,Jharkhand,Ranchi,Medical,Central Government,Nursing,2016
S-17460,JHARKHAND PARAMEDICAL SCIENCE,Jharkhand,Ranchi,Medical,State Government,Nursing,2017
S-20788,JHARKHAND PHARMACY COLLEGE PUNDAG RANCHI,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-22498,JHARKHAND SCHOOL OF PHARMACY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-26799,JK INTERNATIONAL PHARMACY COLLEGE,Jharkhand,Ranchi,Pharmacy,Private Un-Aided,Pharmacy Institutions,2024
S-26839,K K COLLEGE OF NURSING,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2022
S-21614,KALAWATI COLLEGE OF PHARMACY KAMRE,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21613,KALAWATI SCHOOL OF NURSING KAMRE,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,-
S-21615,KALAWATI SCHOOLOF NURSING AND PARA MEDICAL TECHNOLOGY HEHAL,Jharkhand,Ranchi,Engineering,Private Un-Aided,Paramedical,-
S-22537,KASHIBAI GANPAT COLLEGE OF PHARMACY,Jharkhand,Ranchi,Pharmacy,Private Un-Aided,Pharmacy Institutions,-
S-22536,KASHIBAI GANPAT NURSING COLLEGE,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,-
S-17484,KASHYAP INSTITUTE OF VISION SCIENCE,Jharkhand,Ranchi,Medical,State Government,Nursing,2007
S-1171,KEJRIWAL INSTITUTE OF MANAGEMENT AND DEVELOPMENT STUDIES,Jharkhand,Ranchi,Management,Private Un-Aided,PGDM Institutes,2009
S-21443,KULPRAKASH MEMORIAL NURSING SCHOOL,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,-
S-15611,Karyanand Tiwary School Of Nursing,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2015
S-23477,MAA RANKINI NURSING COLLEGE,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2024
C-77091,MADHURI NURSING COLLEGE,Jharkhand,Ranchi,Medical,Private Un-Aided,Affiliated College,2025
S-3888,MAHADEVI BIRLA INSTITUTE OF NURSING & CLINICAL TECHNOLOGY RANCHI,Jharkhand,Ranchi,Engineering,Private Un-Aided,Nursing,-
S-21933,MANRAKHAN MAHTO NURSING COLLEGE,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,-
S-25558,MANRAKHAN MAHTO PARAMEDICAL COLLEGE,Jharkhand,Ranchi,Degree,Private Un-Aided,Paramedical,-
S-22375,MANRAKHAN MAHTO PHARMACY COLLEGE,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-20786,MEENASHRI INSTITUTE OF NURSING,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2021
S-25705,MEERA COLLEGE OF NURSING,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2024
S-21610,MEERA INSTITUTE OF TECHNOLOGY AND PHARMACY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-25564,MOTHER TERESA PHARMACY COLLEGE,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-22290,MOTHERS INTERNATIONAL INSTITUTE OF NURSING,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,-
S-15612,Maa Kalawati institute of Health education And Research Centre,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2012
S-22668,NARAYAN GAYATRI COLLEGE OF HEALTH EDUCATION,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-27312,NARAYANI INSTITUTE OF NURSING EDUCATION,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2025
S-21444,NIGHTINGAL SCHOOL OF NURSING,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,-
S-21445,PAHARHI NURSING SCHOOL,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,-
S-26815,PATEL COLLEGE OF NURSING,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2022
S-22669,PATEL COLLEGE OF PHARMACY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21627,PITAMBARA COLLEGE PHARMACY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21812,"PRIMARY TEACHER EDUCATION COLLEGE, BUNDU, RANCHI",Jharkhand,Ranchi,Degree,State Government,Teacher Training,-
S-21146,PUSKAR SCHOOL OF NURSING TRAINING,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2016
S-22500,R S INSTITUTE OF HEALTH EDUCATION,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-25089,R S M PHARMACY COLLEGE BERO RANCHI,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-26158,RAJIV COLLEGE OF HEALTH EDUCATION,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2024
S-22670,RAM KESHWAR COLLEGE OF PHARMACY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
C-76922,RANCHI COLLEGE OF NURSING,Jharkhand,Ranchi,Medical,Private Un-Aided,Affiliated College,2025
S-21609,RANCHI COLLEGE OF NURSING AND PROFESSIONAL EDUCATION,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,-
S-27203,RANCHI COLLEGE OF PARAMEDICAL,Jharkhand,Ranchi,Degree,Private Un-Aided,Paramedical,2025
S-21631,RANCHI COLLEGE OF TECHNOLOGY AND RESEARCH CENTRE,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-22499,RIDHI SIDHI COLLEGE OF HEALTH EDUCATION,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-22493,RIDHIMA COLLEGE OF PHARMACY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-19258,ROYAL PROFESSIONAL COLLEGE,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2019
S-15614,Rupsona nursing college,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2012
S-21948,SAI COLLEGE OF NURSING,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,-
S-22614,SAKET INSTITUTE OF PARAMEDICAL SCIENCES,Jharkhand,Ranchi,Degree,Private Un-Aided,Paramedical,-
S-21446,SANGHAMITRA COLLEGE OF NURSING,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,-
S-21602,SATISH KUMAR SINHA MEMORIAL COLLEGE OF PHARMACY,Jharkhand,Ranchi,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-3895,SEVENTH DAY ADVENTIST HOSPITAL RANCHI,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,1997
S-21282,SHATRUGHAN PRASAD SINGH INSTITUTE OF NURSING AND PARAMEDICAL,Jharkhand,Ranchi,Medical,Private Un-Aided,Nursing,2016
S-19070,SHINE ABDUR RAZA ANSARI INSITIUTE OF HEALTH EDUCATION AND RESEARCH CENTER,Jharkhand,Ranchi,Degree,Private Un-Aided,Paramedical,2018
