id,name,state,district,category,managementType,institutionType,yearEstablished
S-15560,TARINI SCHOOL OF NURSING,Odisha,Mayurbhanj,Medical,Private Un-Aided,Nursing,2010
C-69331,"TECHNOWORLD DEGREE COLLEGE, RAIRANGPUR",Odisha,Mayurbhanj,Degree,Private Un-Aided,Affiliated College,-
C-71422,"THE NEWTON COLLEGE OF MANAGEMENT, BARIPADA",Odisha,Mayurbhanj,Management,Private Un-Aided,Affiliated College,-
S-26253,VIKAS COLLEGE OF NURSING,Odisha,Mayurbhanj,Medical,Private Un-Aided,Nursing,2025
S-22009,VIVEKANANDA INSTITUTE OF HEALTH SCIENCE,Odisha,Mayurbhanj,Degree,Private Un-Aided,Paramedical,-
C-72520,ALEKHA MAHIMA DEGREE COLLEGE,Odisha,Nabarangpur,Degree,Private Un-Aided,Affiliated College,2023
S-15493,B B Chhatoi School of Nursing,Odisha,Nabarangpur,Medical,Private Un-Aided,Nursing,2011
C-72576,"BIDYANIKETAN COLLEGE OF PROFESSIONAL STUDIES, NABARANGPUR",Odisha,Nabarangpur,Degree,Private Un-Aided,Affiliated College,2023
C-74767,"BIDYANIKETAN DEGREE COLLEGE, NABARANGPUR",Odisha,Nabarangpur,Degree,Private Un-Aided,Affiliated College,2023
C-71634,BIDYARTHI DEGREE COLLEGE,Odisha,Nabarangpur,Degree,Private Un-Aided,Affiliated College,-
S-12693,"BLOCK INSTITUTE OF EDUCATION AND TRAINING, UMERKOTE",Odisha,Nabarangpur,Degree,State Government,Teacher Training,1989
C-72608,"COLLEGE OF NURSING, CHRISTIAN MEDICAL SOCIETY, NABARANGPUR",Odisha,Nabarangpur,Medical,Private Un-Aided,Affiliated College,2022
S-7419,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, NAWARANGPUR",Odisha,Nabarangpur,Degree,State Government,Teacher Training,2005
C-77096,DREAM INDIA MEDICAL INSTITUTE,Odisha,Nabarangpur,Medical,Private Un-Aided,Affiliated College,-
C-73132,GOVERNMENT DEGREE COLLEGE JHARIGAON,Odisha,Nabarangpur,Degree,State Government,Affiliated College,2024
C-73289,GOVERNMENT DEGREE COLLEGE KOSAGUMUDA,Odisha,Nabarangpur,Degree,State Government,Affiliated College,2024
C-73285,GOVERNMENT DEGREE COLLEGE TENTULIKHUNTI,Odisha,Nabarangpur,Degree,State Government,Affiliated College,2024
C-73359,"GOVERNMENT DEGREE COLLEGE,RAIGHAR,NABARANGPUR",Odisha,Nabarangpur,Degree,State Government,Affiliated College,2024
S-14437,"GOVERNMENT POLYTECHNIC, AGNIPUR",Odisha,Nabarangpur,Engineering,State Government,Technical/Polytechnic,2013
C-69948,GOVT COLLEGE OF NURSING DISTRICT HEAD QUARTER HOSPITAL NABARANGPUR,Odisha,Nabarangpur,Medical,State Government,Affiliated College,-
S-26530,INSPIRE INSTITUTE OF MEDICAL LABORATORY TECHNOLOGY,Odisha,Nabarangpur,Engineering,Private Un-Aided,Paramedical,2025
C-77071,"JJOY KISAN PHILLIP MEMORIAL DEGREE COLLEGE , KOSAGUMUDA",Odisha,Nabarangpur,Degree,Private Un-Aided,Affiliated College,2023
S-21656,MAA BHANDARA GHARANI COLLEGE OF PHARMACY,Odisha,Nabarangpur,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-20217,MAA BHANDARGHARANI ANM TRAINING CENTRE,Odisha,Nabarangpur,Medical,Private Un-Aided,Nursing,2020
S-26189,MAA SONTOSHI COLLEGE OF NURSING,Odisha,Nabarangpur,Medical,Private Un-Aided,Nursing,2025
S-19889,NABARANGPUR ANM TRAINING CENTRE,Odisha,Nabarangpur,Medical,Private Aided (Government Aided),Nursing,2020
S-20148,NABARANGPUR COLLEGE OF MEDICAL SCIENCE,Odisha,Nabarangpur,Medical,Private Un-Aided,Paramedical,2021
S-25652,NABARANGPUR COLLEGE OF PHARMACY,Odisha,Nabarangpur,Pharmacy,Private Un-Aided,Paramedical,-
C-74066,ODISHA PACHHUA ANCHALA DEGREE COLLEGE,Odisha,Nabarangpur,Degree,Private Un-Aided,Affiliated College,2022
S-23973,"PADMALAYA SCHOOL OF NURSING,ICHHABATIGUDA",Odisha,Nabarangpur,Medical,Private Un-Aided,Nursing,-
C-73012,SMART GURUKUL DEGREE COLLEGE,Odisha,Nabarangpur,Degree,Private Un-Aided,Affiliated College,2017
C-71643,VINAYAK INSTITUTE OF MEDICAL SCIENCE,Odisha,Nabarangpur,Medical,Private Un-Aided,Affiliated College,-
S-23856,AGRADOOT COLLEGE OF NURSING,Odisha,Nayagarh,Medical,Private Un-Aided,Nursing,-
S-15591,"ANM Training Centre, Daspalla",Odisha,Nayagarh,Medical,State Government,Nursing,1978
S-15489,Agradoot School of Nursing,Odisha,Nayagarh,Medical,Private Un-Aided,Nursing,2006
C-68952,BANAVASI SADHUCHARAN SANSKRIT MAHAVIDYALAYA,Odisha,Nayagarh,Degree,Private Un-Aided,Affiliated College,-
C-76208,BASANTA MANJARI SCHOOL AND COLLEGE OF NURSING,Odisha,Nayagarh,Medical,Private Un-Aided,Affiliated College,2025
C-39528,"Banshidhar Mahavidyalaya, Itamati, Nayagarh",Odisha,Nayagarh,Degree,State Government,Affiliated College,-
S-15503,Blue Wheel Institute Of Nursing Sciences,Odisha,Nayagarh,Medical,Private Aided (Government Aided),Nursing,2015
C-39602,"D.J. +3 Mahavidyalaya, Bahada Jhola, Nayagarh",Odisha,Nayagarh,Degree,Central Government,Affiliated College,1994
S-7427,"DISTRICT INSTITUTE OF EDUCATION & TRAINING RAJSUNAKHALA, NAYAGARH",Odisha,Nayagarh,Degree,State Government,Teacher Training,1949
C-73590,DIVINE DEGREE COLLEGE,Odisha,Nayagarh,Degree,Private Un-Aided,Affiliated College,2018
S-14614,"GOVERNMENT POLYTECHNIC, NAYAGARH",Odisha,Nayagarh,Engineering,State Government,Technical/Polytechnic,2014
C-39858,"Gatiswar College, Malisahi, Nayagarh",Odisha,Nayagarh,Degree,Private Aided (Government Aided),Affiliated College,1994
S-24466,ISHAAN INSTITUTE OF MEDICAL SCIENCE,Odisha,Nayagarh,Medical,Private Un-Aided,Nursing,-
S-22647,KUMUDIN SCHOOL OF NURSING,Odisha,Nayagarh,Medical,Private Un-Aided,Nursing,-
S-22646,KUMUDINI INSTITUTE OF MEDICAL TECHNOLOGY,Odisha,Nayagarh,Engineering,Private Un-Aided,Paramedical,-
C-71954,"KUMUDINI NURSING COLLEGE,RANAPUR",Odisha,Nayagarh,Medical,Private Un-Aided,Affiliated College,2023
S-4866,KUNTALA DEVI SCHOOL OF NURSING NAYAGARH,Odisha,Nayagarh,Medical,Private Un-Aided,Nursing,2009
C-39600,"Krushna Priya Devi Degree Women's College, Daspalla",Odisha,Nayagarh,Degree,Private Aided (Government Aided),Affiliated College,2010
C-56868,Maa Maninaga Durga Mahila Mahavidyalaya,Odisha,Nayagarh,Degree,Private Un-Aided,Affiliated College,2008
S-2350,NAYAGARH INSTITUTE OF ENGINEERING & TECHNOLOGY (POLYTECHNIC),Odisha,Nayagarh,Engineering,Private Un-Aided,Technical/Polytechnic,2010
C-39552,"P.A. College, Baulasahi, Nayagarh",Odisha,Nayagarh,Degree,State Government,Affiliated College,1990
S-24685,PATHANI SAMANTA COLLEGE OF MEDICAL SCIENCE,Odisha,Nayagarh,Medical,Private Un-Aided,Paramedical,-
C-74937,PATHANI SAMANTA COLLEGE OF NURSING,Odisha,Nayagarh,Medical,Private Un-Aided,Affiliated College,2024
S-26635,RABINDRA BHARATI SCHOOL OF NURSING,Odisha,Nayagarh,Medical,Private Un-Aided,Nursing,2025
S-26812,SAI SAMANT SCHOOL OF NURSING,Odisha,Nayagarh,Medical,Private Un-Aided,Nursing,2025
C-71537,SHIBANSHI INSTITUTE OF MEDICAL SCIENCE,Odisha,Nayagarh,Medical,Private Un-Aided,Affiliated College,-
S-23385,SRI MEDICAL SCIENCE AND PHARMACY COLLEGE,Odisha,Nayagarh,Medical,Private Un-Aided,Paramedical,2023
S-2376,SRI POLYTECHNIC KOMOND ODAGOAN,Odisha,Nayagarh,Engineering,Private Aided (Government Aided),Technical/Polytechnic,2008
C-39696,"Sahid Raghu Dibakar College, Gadapanikilo, Nayagarh",Odisha,Nayagarh,Degree,Private Aided (Government Aided),Affiliated College,1993
S-20143,BATAKRUSHNA COLLEGE OF PHARMACY NUAPADA,Odisha,Nuapada,Pharmacy,Private Un-Aided,Paramedical,2005
C-73414,"DIBYA COLLEGE OF NURSING,Nuapada",Odisha,Nuapada,Medical,Private Un-Aided,Affiliated College,2024
S-7418,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, NUAPADA",Odisha,Nuapada,Degree,State Government,Teacher Training,1972
C-71490,"GOPINATH COLLEGE OF NURSING, NUAPADA",Odisha,Nuapada,Medical,Private Un-Aided,Affiliated College,-
S-4860,GOPINATH GNM TRAINING COLLEGE NUAPADA,Odisha,Nuapada,Medical,Private Un-Aided,Nursing,2008
S-14615,"GOVERNMENT POLYTECHNIC, NUAPADA",Odisha,Nuapada,Engineering,State Government,Technical/Polytechnic,2014
C-77102,GURUKUL ASHRAM AMSENA,Odisha,Nuapada,Degree,Private Un-Aided,Affiliated College,1970
S-25000,"JAY JAGANNATH SCHOOL OF NURSING, KHARIAR ROAD, NUAPADA",Odisha,Nuapada,Medical,Private Un-Aided,Nursing,-
S-26875,KHARIAR COLLEGE OF NURSING AND PARAMEDICAL STUDIES,Odisha,Nuapada,Medical,Private Un-Aided,Nursing,2025
C-75928,MAHAMAYA COLLEGE OF NURSING KHARIAR,Odisha,Nuapada,Medical,Private Un-Aided,Affiliated College,2025
C-69346,"MAHAMAYA INSTITUTE OF LEGAL SCIENCE, NUAPADA",Odisha,Nuapada,Law,Private Un-Aided,Affiliated College,-
S-2344,MAHAMAYA INSTITUTE OF MEDICAL & TECH. SCIENCE NUAPADA,Odisha,Nuapada,Engineering,Private Un-Aided,Technical/Polytechnic,2008
S-20378,SRI JAGANNATH INSTITUTE OF MEDICAL SCIENCE AND TECHNOLOGY,Odisha,Nuapada,Engineering,Private Un-Aided,Paramedical,2017
C-75935,"SRI JAGANNATH SCHOOL AND COLLEGE OF PHARMACY, NUAPADA",Odisha,Nuapada,Pharmacy,Private Un-Aided,Affiliated College,2023
S-19909,SRI JAGANNATH SCHOOL OF NURSING,Odisha,Nuapada,Medical,Private Un-Aided,Nursing,2014
S-4890,SUSILA DEVI BATAKRISHNA NURSING SCHOOL NUAPADA,Odisha,Nuapada,Medical,Private Un-Aided,Nursing,2005
S-15440,"ANM TRAINING CENTRE, PURI",Odisha,Puri,Medical,State Government,Nursing,1959
S-27327,ARYAN INSTITUTE OF MANAGEMENT AND TECHNOLOGY,Odisha,Puri,Engineering,Private Un-Aided,PGDM Institutes,2026
C-73354,BHAKTA MANEIN SMRUTI DEGREE MAHAVIDYALAYA,Odisha,Puri,Degree,Private Un-Aided,Affiliated College,2016
C-76708,BRAHMA VIHAR SANSKRIT MAHAVIDYALAYA,Odisha,Puri,Degree,Private Un-Aided,Affiliated College,1993
S-25728,DHARMAPADA COLLEGE OF NURSING,Odisha,Puri,Medical,Private Un-Aided,Nursing,2023
S-22011,"DIBYA JYOTI SCHOOL OF NURSING, CHARICHHAK",Odisha,Puri,Medical,Private Un-Aided,Nursing,-
S-7425,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, PURI",Odisha,Puri,Degree,State Government,Teacher Training,2010
S-15544,Dibyajyoti School of Nursing,Odisha,Puri,Medical,Private Aided (Government Aided),Nursing,2009
S-22010,"FRANKLIN INSTITUTE OF MEDICAL SCIENCE, PURI",Odisha,Puri,Medical,Private Un-Aided,Nursing,-
C-70135,GOUTAM BUDHA NURSING AND PARAMEDICAL SCIENCE COLLEGE,Odisha,Puri,Medical,Private Un-Aided,Affiliated College,-
S-7420,"GOVT. ELEMENTARY TEACHER EDUCATION INSTITUTION, NIMAPARA, PURI",Odisha,Puri,Degree,State Government,Teacher Training,1967
S-7423,"GOVT. ELEMENTARY TEACHER EDUCATION INSTITUTION, PIPILI, PURI",Odisha,Puri,Degree,State Government,Teacher Training,1971
S-7430,"GOVT. ELEMENTARY TEACHER EDUCATION INSTITUTION, SAKHIGOPAL, PURI",Odisha,Puri,Degree,State Government,Teacher Training,1973
S-15135,"GOVT.POLYTECHNIC,PURI",Odisha,Puri,Engineering,State Government,Technical/Polytechnic,2014
S-26545,GURUKRUPA COLLEGE OF MEDICAL SCIENCE,Odisha,Puri,Medical,Private Un-Aided,Nursing,2025
S-26541,KANAKADEVI INSTITUTE OF MEDICAL SCIENCE AND RESEARCH,Odisha,Puri,Medical,Private Un-Aided,Nursing,2025
C-39855,"Kanas College, Kanas, Puri",Odisha,Puri,Degree,Private Aided (Government Aided),Affiliated College,1990
C-56869,Kasturaba Gandhi Womens College,Odisha,Puri,Degree,Private Un-Aided,Affiliated College,1994
S-22341,LINGARAJ SCHOOL OF HEALTH SCIENCE,Odisha,Puri,Medical,Private Un-Aided,Nursing,-
C-74858,"MAA BHAGABATI SANSKRIT COLLEGE, NADUPUR",Odisha,Puri,Degree,Private Un-Aided,Affiliated College,2016
S-15433,Mukti ANM Training Centre,Odisha,Puri,Medical,Private Un-Aided,Nursing,2004
S-15444,Namitadevi School of Nursing,Odisha,Puri,Medical,Private Aided (Government Aided),Nursing,2010
C-75556,"ODISHA COLLEGE OF ART AND CRAFTS, PURI",Odisha,Puri,Degree,Private Un-Aided,Affiliated College,2018
S-20709,PALLICHANDAN SCHOOL OF NURSING ANM,Odisha,Puri,Medical,Private Aided (Government Aided),Nursing,2020
S-4875,PALLICHANDAN SCHOOL OF NURSING PURI,Odisha,Puri,Medical,Private Aided (Government Aided),Nursing,2009
S-20384,PALLYCHANDAN DMLT TRAINING CENTRE,Odisha,Puri,Degree,Private Aided (Government Aided),Paramedical,2019
S-4878,PRINKYA DEVI SCHOOL OF NURSING PURI,Odisha,Puri,Medical,Private Un-Aided,Nursing,2009
S-24996,PRIYADARSHINI COLLEGE OF NURSING AND ALLIED HEALTH SCIENCES,Odisha,Puri,Medical,Private Un-Aided,Nursing,-
S-23272,PRIYANKA DEVI COLLEGE OF PHARMACY,Odisha,Puri,Pharmacy,Private Un-Aided,Paramedical,2022
S-20126,PURI COLLEGE OF PHARMACY,Odisha,Puri,Pharmacy,Private Un-Aided,Paramedical,2019
S-26950,PURI INSTITUTE OF PARAMEDICAL SCIENCE,Odisha,Puri,Degree,Private Un-Aided,Paramedical,2023
C-39701,"Panchayat College +3, Godiput Matiapada, Puri",Odisha,Puri,Degree,Private Un-Aided,Affiliated College,2010
S-15673,Puri School of Nursing,Odisha,Puri,Medical,Private Un-Aided,Nursing,2011
C-68950,REGIONAL DEGREE COLLEGE,Odisha,Puri,Degree,Private Un-Aided,Affiliated College,-
C-39692,"Ratanpur Science Degree College, Udayapur, Astarang",Odisha,Puri,Degree,Private Aided (Government Aided),Affiliated College,1992
C-39690,"S.S. Mahavidyalaya, Baliput, Puri",Odisha,Puri,Degree,Private Aided (Government Aided),Affiliated College,-
C-68542,"SARALA DEGREE RESIDENTIAL COLLEGE ,SRIRAMPUR",Odisha,Puri,Degree,Private Un-Aided,Affiliated College,-
S-26136,SARASWATI INSTITUTE OF MEDICAL SCIENCE,Odisha,Puri,Medical,Private Un-Aided,Nursing,2025
S-19054,SASMITA INSTITUTE OF MEDICAL SCIENCE AND TECHNOLOGY,Odisha,Puri,Engineering,Private Un-Aided,Paramedical,2019
S-15674,SASMITA SCHOOL OF NURSING,Odisha,Puri,Medical,Private Aided (Government Aided),Nursing,2012
S-15676,SASWATI SCHOOL OF NURSING,Odisha,Puri,Medical,Private Un-Aided,Nursing,2007
S-26813,SHREE GANESH COLLEGE OF NURSING,Odisha,Puri,Medical,Private Un-Aided,Nursing,2025
C-72168,SHREE GANESH PLUS THREE SCIENCE RESIDENTAL COLLEGE,Odisha,Puri,Degree,Private Un-Aided,Affiliated College,2018
C-71624,SRI JAGANNATH B SC NURSING COLLEGE,Odisha,Puri,Medical,Private Un-Aided,Affiliated College,-
S-4886,SRI JAGANNATH GNM TRAINING SCHOOL PURI,Odisha,Puri,Medical,Private Un-Aided,Nursing,2009
S-25730,SRICHANDAN COLLEGE OF NURSING,Odisha,Puri,Medical,Private Un-Aided,Nursing,2024
S-23324,STAUNCH SCHOOL AND COLLEGE OF NURSING,Odisha,Puri,Medical,Private Un-Aided,Nursing,2024
C-75246,SWARNALATA SCHOOL OF NURSING,Odisha,Puri,Medical,Private Un-Aided,Affiliated College,-
S-15675,Sailabala School Of Nursing,Odisha,Puri,Medical,Private Un-Aided,Nursing,2014
S-15677,"Srimaa School Of Nursing,Puri, Odisha",Odisha,Puri,Medical,Private Aided (Government Aided),Nursing,2006
S-15541,"Anm Training Centre, Rayagada",Odisha,Rayagada,Medical,State Government,Nursing,2015
S-2278,BALAJI INSTITTUE OF TECH. & SCIENCE KNOWLEDGE CENTRE GUNUPUR,Odisha,Rayagada,Engineering,Private Un-Aided,Technical/Polytechnic,2009
S-12692,"BLOCK INSTITUTE OF EDUCATION AND TRAINING, GUNUPUR",Odisha,Rayagada,Degree,State Government,Teacher Training,1943
S-27319,COLLEGE OF AERONAUTICAL ENGINEERING,Odisha,Rayagada,Engineering,Private Un-Aided,Institutes under Ministries,2025
S-7428,"DISTRICT INSTITUTE OF EDUCATION & TRAINING RAYAGADA, BISSAM CUTTACK",Odisha,Rayagada,Degree,State Government,Teacher Training,2010
C-73183,GOVERNMENT DEGREE COLLEGE CHANDRAPUR RAYAGADA,Odisha,Rayagada,Degree,State Government,Affiliated College,2024
C-73184,"GOVERNMENT DEGREE COLLEGE KASHIPUR, RAYAGADA",Odisha,Rayagada,Degree,State Government,Affiliated College,2024
C-73185,GOVERNMENT DEGREE COLLEGE RAMANAGUDA,Odisha,Rayagada,Degree,State Government,Affiliated College,2024
S-15386,"GOVERNMENT POLYTECHNIC, MALKANGIRI",Odisha,Rayagada,Engineering,State Government,Technical/Polytechnic,2015
S-19708,MAA MAJHIGHARIANI INSTITUTE OF NURSING,Odisha,Rayagada,Medical,Private Un-Aided,Nursing,2020
C-62241,Maharshi Plus Three Science Residential College,Odisha,Rayagada,Degree,Private Un-Aided,Affiliated College,2017
C-39397,"Muniguda College, Muniguda",Odisha,Rayagada,Degree,State Government,Affiliated College,1993
S-26488,RAMAMNI COLLEGE OF NURSING,Odisha,Rayagada,Medical,Private Un-Aided,Nursing,2025
S-26978,RAYAGADA INSTITUTE OF MEDICAL SCIENCE,Odisha,Rayagada,Medical,Private Un-Aided,Nursing,2025
C-71617,SAHAYOGA COLLEGE OF NURSING,Odisha,Rayagada,Medical,Private Un-Aided,Affiliated College,-
S-4883,SCHOOL OF NURSING RAYAGADA,Odisha,Rayagada,Medical,Private Un-Aided,Nursing,1978
C-74930,"SCHOOL OF NURSING, CENTURION UNIVERSITY OF TECHNOLOGY AND MANAGEMENT, RAYAGADA",Odisha,Rayagada,Engineering,University,Constituent / University College,2023
C-68953,SRI SRI RAMESWAR SANSKRIT COLLEGE,Odisha,Rayagada,Degree,Private Un-Aided,Affiliated College,2019
S-15678,Sahayoga Institute of GNM Training College,Odisha,Rayagada,Medical,Private Un-Aided,Nursing,2012
S-15462,"Smt.Susila Devi Institute of Nursing Education, Rayagada",Odisha,Rayagada,Medical,Private Un-Aided,Nursing,2008
S-26135,TRIVENI INSTITUTE OF PHARMACEUTICAL AND HEALTH SCIENCE,Odisha,Rayagada,Medical,Private Un-Aided,Nursing,2025
S-12806,"UTKAL GOURAB MADHUSUDAN INSTITUTE OF TECHNOLOGY, RAYAGADA",Odisha,Rayagada,Engineering,State Government,Technical/Polytechnic,1979
C-76026,"UTKAL INSTITUTE OF MANAGEMENT AND LEGAL STUDIES, RAYAGADA",Odisha,Rayagada,Management,Private Un-Aided,Affiliated College,2024
S-15546,"ANM Training Centre, Sambalpur",Odisha,Sambalpur,Medical,State Government,Nursing,1963
C-74210,"APRIZE COLLEGE OF MEDICAL SCIENCE, SAMBALPUR",Odisha,Sambalpur,Medical,Private Un-Aided,Affiliated College,2024
C-73569,"ARJUNA DEGREE COLLEGE, KADALIGARH",Odisha,Sambalpur,Degree,Private Un-Aided,Affiliated College,2023
S-23971,ASA COLLEGE OF NURSING,Odisha,Sambalpur,Medical,Private Un-Aided,Nursing,-
S-2277,BADRI PRASAD INSTT. OF TECHNOLOGY DEBAIPALI SAMBALPUR,Odisha,Sambalpur,Engineering,Private Un-Aided,Technical/Polytechnic,2009
C-21464,"College of Agriculture, Chiplima",Odisha,Sambalpur,Agriculture,-,Constituent / University College,-
C-21466,"College of Horticulture, Chiplima",Odisha,Sambalpur,University,-,Constituent / University College,-
S-7380,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, SAMBALPUR",Odisha,Sambalpur,Degree,State Government,Teacher Training,1990
C-40967,Dr.J.K.S.College,Odisha,Sambalpur,Degree,State Government,Affiliated College,-
S-20265,GAYATRI COLLEGE OF PHYSIOTHERAPY,Odisha,Sambalpur,Degree,Private Un-Aided,Paramedical,2019
S-20264,GAYATRI INSTITUTE OF PARAMEDICAL SCIENCES,Odisha,Sambalpur,Degree,Private Un-Aided,Paramedical,2014
S-20146,GAYATRI PARAMEDICAL TRAINING INSTITUTE,Odisha,Sambalpur,Degree,Private Un-Aided,Paramedical,2020
S-14438,"GOVERNMENT POLYTECHNIC, RENGALI",Odisha,Sambalpur,Engineering,State Government,Technical/Polytechnic,2013
S-15595,KOSHAL ANM & GNM TRAINING SCHOOL,Odisha,Sambalpur,Medical,Private Un-Aided,Nursing,2012
S-22543,KOUTILYA NURSING SCHOOL,Odisha,Sambalpur,Medical,Private Un-Aided,Nursing,-
S-21850,MAA SAMALAI PHARMACY COLLEGE,Odisha,Sambalpur,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-20127,MAA SAMLAI INSTITUTE OF DMLT TRAINING,Odisha,Sambalpur,Degree,Private Un-Aided,Paramedical,2013
S-26981,PANCHAKHANDA INSTITUTE OF MEDICAL SCIENCE,Odisha,Sambalpur,Medical,Private Un-Aided,Nursing,2025
S-19706,SAI SCHOOL OF ENGINEERING,Odisha,Sambalpur,Engineering,Private Un-Aided,Technical/Polytechnic,2019
S-15679,SAMBALPUR NURSING SCHOOL,Odisha,Sambalpur,Medical,Private Un-Aided,Nursing,2015
S-23679,SEVA COLLEGE OF NURSING,Odisha,Sambalpur,Medical,Private Un-Aided,Nursing,2024
S-18266,"Sambalpur ANM Training Centre,Sambalpur",Odisha,Sambalpur,Medical,Private Un-Aided,Nursing,2015
S-22018,TEJAS COLLEGE OF NURSING AND PARAMEDICAL SCIENCE,Odisha,Sambalpur,Medical,Private Un-Aided,Nursing,-
C-72607,"VIKASH NURSING COLLEGE, SAMBALPUR",Odisha,Sambalpur,Medical,Private Un-Aided,Affiliated College,2023
S-15436,"ANM Training Centre, Subarnapur",Odisha,Sonepur,Medical,State Government,Nursing,2012
S-26634,ANWESHA INSTITUTE OF MEDICAL SCIENCE,Odisha,Sonepur,Medical,Private Un-Aided,Nursing,2025
C-40861,"B.P.Degree Women's College,Sonepur",Odisha,Sonepur,Degree,State Government,Affiliated College,1998
C-71631,"BISWAPRAVA DEGREE COLLEGE,BAHIRKHAMAN",Odisha,Sonepur,Degree,Private Un-Aided,Affiliated College,-
S-7431,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, SONEPUR",Odisha,Sonepur,Degree,State Government,Teacher Training,1972
S-26859,"EMINENCEE INSTITUTE OF NURSING, SONEPUR",Odisha,Sonepur,Medical,Private Un-Aided,Nursing,2025
S-14439,"GOVERNMENT POLYTECHNIC, BADAJHINKI",Odisha,Sonepur,Engineering,State Government,Technical/Polytechnic,2013
S-22393,"JASODA DEVI INSTITUTE OF MEDICAL TECHNOLOGY, SONEPUR",Odisha,Sonepur,Engineering,Private Un-Aided,Paramedical,-
S-22634,JASODA NURSING SCHOOL,Odisha,Sonepur,Medical,Private Un-Aided,Nursing,-
C-40808,"Jaloe Degree College,Jaloe",Odisha,Sonepur,Degree,Private Un-Aided,Affiliated College,-
S-15589,Jasoda Devi School Of Nursing,Odisha,Sonepur,Medical,Private Un-Aided,Nursing,2014
C-52235,"Maa Metakani Womens College, Ullunda",Odisha,Sonepur,Degree,Private Un-Aided,Affiliated College,-
S-26765,SAMALESWARI COLLEGE OF NURSING,Odisha,Sonepur,Medical,Private Un-Aided,Nursing,2024
C-40914,"A.S.Degree College,Subdega",Odisha,Sundargarh,Degree,Private Aided (Government Aided),Affiliated College,-
S-15551,"ANM Training Centre, Sundergarh",Odisha,Sundargarh,Medical,State Government,Nursing,1963
S-22003,ASA COLLEGE OF MEDICAL SCIENCE,Odisha,Sundargarh,Medical,Private Un-Aided,Paramedical,-
S-22057,BARGAON NURSING COLLEGE,Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,-
S-23678,BIJAYANTI COLLEGE OF NURSING,Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,2024
S-7412,"BLOCK INSTITUTE OF EDUCATION AND TRAINING, KUNDUKELA SUNDERGARH",Odisha,Sundargarh,Degree,State Government,Teacher Training,1958
S-26983,CARE INSTITUTE OF MEDICAL SCIENCE,Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,2025
S-4856,CATHOLIC MISSION HOSPITAL SUNDERGARH,Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,1995
S-2297,CITY INSTITUTE OF TECHNICAL EDUCATION KUANR MUNDA ROURKELA,Odisha,Sundargarh,Engineering,Private Un-Aided,Technical/Polytechnic,2009
S-21655,DIBYA COLLEGE OF PHARMACY,Odisha,Sundargarh,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-15542,DIBYA SCHOOL OF NURSING,Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,2014
S-7381,"DISTRICT INSTITUTE OF EDUCATION & TRAINING SANKARA, SUNDARGARH",Odisha,Sundargarh,Degree,State Government,Teacher Training,1988
S-15549,Dr Ambedkar Institute of Medical Science,Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,2013
C-66198,GAYATRI PLUS THREE SCIENCE COLLEGE ROURKELA,Odisha,Sundargarh,Degree,Private Un-Aided,Affiliated College,2016
C-73443,"GOURI INSTITUTE OF MEDICAL SCIENCE, LAHUNIPADA",Odisha,Sundargarh,Medical,Private Un-Aided,Affiliated College,2024
S-26489,"GOURI INSTITUTE OF MEDICAL SCIENCE, ROURKELA",Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,2025
S-22238,GOURI SCHOOL OF NURSING,Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,-
C-73885,GOVERNMENT DEGREE COLLEGE GURUNDIA,Odisha,Sundargarh,Degree,State Government,Affiliated College,2024
C-73217,"GOVERNMENT DEGREE COLLEGE, KUARMUNDA",Odisha,Sundargarh,Degree,State Government,Affiliated College,2024
C-73218,"GOVERNMENT DEGREE COLLEGE, NUAGAON",Odisha,Sundargarh,Degree,State Government,Affiliated College,2024
S-24144,GOVERNMENT POLYTECHNIC DARLIPALI,Odisha,Sundargarh,Engineering,State Government,Technical/Polytechnic,-
S-21273,"GOVERNMENT SECONDARY TRAINING SCHOOL, BHALULATA, SUNDARGARH",Odisha,Sundargarh,Degree,State Government,Teacher Training,1958
C-76662,GOVT COLLEGE OF NURSING DHH SUNDARGARH,Odisha,Sundargarh,Medical,State Government,Affiliated College,2025
S-12686,"GOVT. ELEMENTARY TEACHER EDUCATION INSTITUTION, KUANRMUNDA",Odisha,Sundargarh,Degree,State Government,Teacher Training,1973
S-16667,"GOVT. SCHOOL OF NURSING,DHH,SUNDARGARH",Odisha,Sundargarh,Medical,State Government,Nursing,2014
C-40977,"H.K.Roy Mahavidyalaya,Chhend",Odisha,Sundargarh,Degree,University,Affiliated College,1986
